Repeat,     500,     0.09009941110000003
Repeat,     1000,     0.3886864997999999
Repeat,     1500,     0.8348586447000003
Repeat,     2000,     1.6421273088000006
Repeat,     2500,     2.3891976068
Repeat,     3000,     3.406039310500001
Repeat,     3500,     4.532828954000001
Repeat,     4000,     5.943822833699997
Repeat,     4500,     7.630695634000003
Repeat,     5000,     9.494933273499992
Repeat,     5500,     11.723149310799988
Repeat,     6000,     13.77894142400001
Repeat,     6500,     15.873226349000003
Repeat,     7000,     18.235539772500022
Repeat,     7500,     20.331206962099976
Repeat,     8000,     23.245799815000034
Repeat,     8500,     26.38440993300003
Repeat,     9000,     29.396464612599992
Repeat,     9500,     33.497718656099934
